OrderID,CustomerID,OrderDate,ProductID,Quantity,UnitPrice,Region
ORD001182,CUST00820,2023-09-03,PROD00049,4,42.41,West
ORD001183,CUST00030,2023-03-25,PROD00028,4,597.91,East
ORD001184,CUST00455,2024-03-07,PROD00004,1,880.85,North
ORD001185,CUST00679,2024-12-03,PROD00040,2,618.95,West
ORD001186,CUST00630,2024-02-22,PROD00013,3,448.99,East
ORD001187,CUST00348,2024-08-25,PROD00038,4,294.79,South
ORD001188,CUST00655,2024-06-27,PROD00015,1,286.32,East
ORD001189,CUST00632,2024-03-25,PROD00045,3,677.03,West
ORD001190,CUST00702,2024-03-17,PROD00008,2,373.73,South
ORD001191,CUST00373,2024-08-17,PROD00029,3,396.56,West
ORD001192,CUST00943,2023-10-15,PROD00015,3,290.78,South
ORD001193,CUST00190,2023-04-06,PROD00041,2,793.66,South
ORD001194,CUST00587,2024-04-16,PROD00019,1,862.16,South
ORD001195,CUST00818,2023-12-28,PROD00013,2,418.23,South
ORD001196,CUST00814,2024-08-20,PROD00006,3,321.13,South
ORD001197,CUST00221,2023-10-04,PROD00024,1,416.33,North
ORD001198,CUST00550,2023-11-25,PROD00002,3,591.72,North
ORD001199,CUST00481,2024-11-22,PROD00025,1,407.83,East
ORD001200,CUST00497,2024-09-17,PROD00026,3,524.65,South
ORD001201,CUST00837,2023-09-03,PROD00019,2,808.72,South
ORD001202,CUST00191,2023-06-17,PROD00014,3,83.61,South
ORD001203,CUST00774,2023-03-26,PROD00038,2,244.61,East
ORD001204,CUST00518,2024-08-03,PROD00030,4,751.7,North
ORD001205,CUST00706,2023-03-02,PROD00027,4,237.65,West
ORD001206,CUST00746,2024-02-15,PROD00038,4,293.62,North
ORD001207,CUST00635,2023-12-28,PROD00017,4,85.81,North
ORD001208,CUST00821,2023-03-10,PROD00009,3,403.25,North
ORD001209,CUST00286,2024-12-03,PROD00024,2,340.62,South
ORD001210,CUST00971,2024-10-25,PROD00035,1,151.46,South
ORD001211,CUST00901,2023-03-06,PROD00040,1,604.1,East
ORD001212,CUST00159,2023-04-12,PROD00010,3,165.03,South
ORD001213,CUST00282,2024-01-11,PROD00003,4,477.43,West
ORD001214,CUST00175,2023-07-03,PROD00013,2,462.85,South
ORD001215,CUST00810,2024-11-23,PROD00018,3,678.84,West
ORD001216,CUST00229,2023-07-18,PROD00018,2,810.69,South
ORD001217,CUST00414,2024-11-19,PROD00040,2,675.1,North
ORD001218,CUST00806,2023-08-01,PROD00050,2,140.66,South
ORD001219,CUST00516,2023-12-09,PROD00027,4,233.22,South
ORD001220,CUST00131,2024-07-04,PROD00018,1,850.26,West
ORD001221,CUST00581,2023-02-21,PROD00006,2,273.37,South
ORD001222,CUST00130,2023-07-13,PROD00027,2,269.54,South
ORD001223,CUST00122,2024-04-28,PROD00002,4,562.41,East
ORD001224,CUST00780,2024-04-22,PROD00032,1,492.19,North
ORD001225,CUST00303,2024-08-12,PROD00015,1,309.18,West
ORD001226,CUST00930,2023-01-26,PROD00036,3,88.11,North
ORD001227,CUST00318,2023-10-05,PROD00041,3,706.7,North
ORD001228,CUST00996,2023-11-23,PROD00027,1,294.35,West
ORD001229,CUST00437,2023-12-01,PROD00033,1,583.48,North
ORD001230,CUST00733,2023-11-26,PROD00029,2,353.25,East
ORD001231,CUST00738,2024-04-28,PROD00035,4,186.04,North
ORD001232,CUST00897,2023-10-10,PROD00048,4,73.52,West
ORD001233,CUST00528,2024-01-02,PROD00012,3,463.58,East
ORD001234,CUST00817,2023-01-27,PROD00014,1,104.52,West
ORD001235,CUST00612,2023-11-28,PROD00006,2,320.57,South
ORD001236,CUST00567,2024-07-04,PROD00038,1,260.6,West
ORD001237,CUST00112,2023-03-14,PROD00001,3,447.35,North
ORD001238,CUST00665,2023-10-11,PROD00017,1,102.23,West
ORD001239,CUST00541,2024-12-05,PROD00003,1,524.57,North
ORD001240,CUST00555,2023-09-09,PROD00002,4,619.5,South
ORD001241,CUST00657,2024-03-21,PROD00044,2,342.92,East
ORD001242,CUST00581,2024-09-08,PROD00013,3,426.11,North
ORD001243,CUST00649,2023-04-05,PROD00034,3,640.12,North
ORD001244,CUST00969,2024-04-17,PROD00010,3,177.37,East
ORD001245,CUST00865,2024-07-13,PROD00001,2,526.61,West
ORD001246,CUST00835,2023-05-22,PROD00049,3,47.9,South
ORD001247,CUST00909,2023-08-23,PROD00041,1,711.48,East
ORD001248,CUST00048,2024-09-26,PROD00016,4,593.86,East
ORD001249,CUST00391,2023-07-14,PROD00039,2,328.62,West
ORD001250,CUST00554,2023-03-28,PROD00044,4,372.14,North
ORD001251,CUST00961,2024-01-25,PROD00021,4,569.37,North
ORD001252,CUST00895,2023-11-27,PROD00017,2,86.42,East
ORD001253,CUST00621,2023-03-13,PROD00032,2,453.22,East
ORD001254,CUST00005,2024-05-18,PROD00032,4,485.43,West
ORD001255,CUST00216,2024-03-07,PROD00049,1,42.2,South
ORD001256,CUST00414,2024-10-28,PROD00025,4,425.82,North
ORD001257,CUST00383,2024-08-15,PROD00015,1,328.02,West
ORD001258,CUST00279,2023-07-31,PROD00040,4,700.69,West
ORD001259,CUST00861,2023-11-01,PROD00005,4,278.95,West
ORD001260,CUST00659,2024-06-07,PROD00004,1,690.39,East
ORD001261,CUST00979,2023-05-01,PROD00013,1,411.84,West
ORD001262,CUST00887,2024-07-18,PROD00025,3,382.71,East
ORD001263,CUST00773,2024-06-05,PROD00026,3,638.89,West
ORD001264,CUST00033,2024-09-25,PROD00021,1,484.51,East
ORD001265,CUST00377,2023-08-16,PROD00015,4,263.35,North
ORD001266,CUST00670,2023-04-12,PROD00016,3,589.14,North
ORD001267,CUST00625,2024-05-24,PROD00032,3,516.65,North
ORD001268,CUST00810,2024-10-25,PROD00050,2,140.61,East
ORD001269,CUST00523,2023-06-29,PROD00050,4,138.41,North
ORD001270,CUST00067,2023-10-14,PROD00037,4,328.17,East
ORD001271,CUST00801,2023-03-28,PROD00036,3,69.94,South
ORD001272,CUST00799,2024-09-21,PROD00008,2,400.96,East
ORD001273,CUST00186,2023-07-18,PROD00015,4,277.28,South
ORD001274,CUST00129,2024-02-29,PROD00011,1,668.96,East
ORD001275,CUST00088,2024-07-20,PROD00016,1,629.09,West
ORD001276,CUST00570,2024-09-04,PROD00046,1,219.99,South
ORD001277,CUST00971,2024-08-16,PROD00013,4,497.26,West
ORD001278,CUST00974,2023-03-09,PROD00004,1,718.26,North
ORD001279,CUST00090,2024-04-11,PROD00037,4,278.49,North
ORD001280,CUST00843,2024-02-18,PROD00015,1,350.57,South
ORD001281,CUST00543,2023-01-22,PROD00037,1,279.6,South
ORD001282,CUST00861,2024-01-07,PROD00040,2,498.37,North
ORD001283,CUST00611,2023-05-31,PROD00018,3,674.02,North
ORD001284,CUST00083,2023-06-04,PROD00008,1,341.42,North
ORD001285,CUST00482,2024-06-03,PROD00031,4,378.32,East
ORD001286,CUST00461,2023-04-18,PROD00018,4,657.11,North
ORD001287,CUST00278,2024-01-19,PROD00021,4,469.13,South
ORD001288,CUST00097,2024-07-26,PROD00020,3,945.26,South
ORD001289,CUST00137,2023-06-01,PROD00011,4,765.81,West
ORD001290,CUST00068,2023-03-30,PROD00010,1,133.5,South
ORD001291,CUST00389,2024-05-27,PROD00046,4,214.59,West
ORD001292,CUST00241,2024-10-15,PROD00007,4,539.38,South
ORD001293,CUST00340,2023-04-04,PROD00017,2,96.23,West
ORD001294,CUST00483,2024-09-07,PROD00050,3,124.85,North
ORD001295,CUST00865,2024-04-24,PROD00010,2,155.94,East
ORD001296,CUST00720,2023-06-08,PROD00024,3,430.54,East
ORD001297,CUST00752,2023-03-02,PROD00026,2,584.75,South
ORD001298,CUST00946,2023-04-24,PROD00013,3,403.26,North
ORD001299,CUST00699,2023-01-27,PROD00015,1,323.39,South
ORD001300,CUST00697,2023-09-04,PROD00025,1,463.78,South
ORD001301,CUST00743,2023-05-09,PROD00014,3,86.36,South
ORD001302,CUST00505,2024-08-30,PROD00041,3,560.75,South
ORD001303,CUST00911,2024-05-07,PROD00025,1,342.7,South
ORD001304,CUST00461,2024-04-20,PROD00021,1,580.95,East
ORD001305,CUST00124,2024-08-22,PROD00014,2,110.15,East
ORD001306,CUST00573,2024-06-08,PROD00010,3,138.31,West
ORD001307,CUST00055,2023-03-15,PROD00003,4,573.93,East
ORD001308,CUST00141,2023-07-25,PROD00047,1,423.51,East
ORD001309,CUST00069,2023-07-02,PROD00031,1,333.51,North
ORD001310,CUST00973,2023-01-09,PROD00040,4,574.02,North
ORD001311,CUST00074,2023-07-08,PROD00032,1,465.77,South
ORD001312,CUST00030,2023-06-24,PROD00007,2,520.07,East
ORD001313,CUST00273,2024-06-17,PROD00032,2,529.65,North
ORD001314,CUST00353,2024-01-25,PROD00038,2,313.07,East
ORD001315,CUST00394,2024-09-01,PROD00032,1,505.41,West
ORD001316,CUST00008,2024-12-29,PROD00010,3,134.68,South
ORD001317,CUST00098,2024-09-09,PROD00043,3,833.7,South
ORD001318,CUST00275,2023-07-05,PROD00039,4,276.99,North
ORD001319,CUST00004,2023-08-13,PROD00046,3,161.78,West
ORD001320,CUST00477,2023-05-19,PROD00042,3,535.07,North
ORD001321,CUST00507,2024-10-28,PROD00044,4,352.23,East
ORD001322,CUST00053,2024-08-15,PROD00024,1,439.83,North
ORD001323,CUST00694,2023-06-30,PROD00036,1,84.13,South
ORD001324,CUST00628,2023-07-23,PROD00021,3,569.15,North
ORD001325,CUST00753,2024-02-26,PROD00021,1,495.98,West
ORD001326,CUST00713,2023-08-06,PROD00008,1,357.28,West
ORD001327,CUST00423,2024-11-04,PROD00033,4,576.02,West
ORD001328,CUST00528,2023-08-29,PROD00016,2,672.38,West
ORD001329,CUST00802,2023-11-26,PROD00012,4,386.97,West
ORD001330,CUST00273,2024-09-17,PROD00018,4,813.18,East
ORD001331,CUST00716,2023-07-17,PROD00001,3,483.23,West
ORD001332,CUST00006,2023-06-28,PROD00050,3,131.09,North
ORD001333,CUST00906,2024-09-22,PROD00041,3,603.42,South
ORD001334,CUST00924,2023-12-08,PROD00012,3,468.27,West
ORD001335,CUST00798,2024-08-21,PROD00039,4,297.13,West
ORD001336,CUST00488,2023-11-09,PROD00017,4,100.13,East
ORD001337,CUST00852,2023-07-17,PROD00040,3,558.22,West
ORD001338,CUST00139,2024-03-16,PROD00024,4,359.96,West
ORD001339,CUST00126,2023-04-26,PROD00003,2,490.38,East
ORD001340,CUST00845,2024-04-17,PROD00032,1,531.91,North
ORD001341,CUST00737,2024-09-05,PROD00032,2,429.85,West
ORD001342,CUST00690,2023-03-26,PROD00033,1,569.36,West
ORD001343,CUST00577,2023-09-30,PROD00007,2,451.12,East
ORD001344,CUST00975,2023-10-28,PROD00009,1,322.56,North
ORD001345,CUST00385,2023-10-19,PROD00023,2,303.35,South
ORD001346,CUST00093,2024-06-22,PROD00004,1,746.74,West
ORD001347,CUST00538,2024-05-06,PROD00021,1,489.98,West
ORD001348,CUST00244,2023-04-12,PROD00028,2,610.62,West
ORD001349,CUST00589,2024-01-18,PROD00013,1,490.52,West
ORD001350,CUST00442,2024-03-03,PROD00037,4,354.07,South
ORD001351,CUST00284,2023-01-06,PROD00036,4,77.72,South
ORD001352,CUST00031,2024-04-30,PROD00030,3,702.99,East
ORD001353,CUST00716,2023-08-01,PROD00045,1,666.58,East
ORD001354,CUST00742,2024-07-04,PROD00043,3,861.76,East
ORD001355,CUST00016,2023-12-11,PROD00035,2,136.72,South
ORD001356,CUST00746,2024-05-16,PROD00016,2,665.98,West
ORD001357,CUST00028,2024-08-14,PROD00010,3,161.44,North
ORD001358,CUST00186,2024-02-15,PROD00043,1,850.96,West
ORD001359,CUST00506,2024-09-06,PROD00026,3,487.76,North
ORD001360,CUST00185,2024-04-29,PROD00035,3,153.37,South
ORD001361,CUST00767,2024-03-06,PROD00040,1,588.44,East
ORD001362,CUST00588,2024-07-23,PROD00033,2,542.95,West
ORD001363,CUST00323,2023-04-26,PROD00043,1,823.5,East
ORD001364,CUST00053,2024-12-06,PROD00015,2,367.38,East
ORD001365,CUST00038,2024-04-05,PROD00005,2,268.93,North
ORD001366,CUST00372,2023-02-13,PROD00013,1,402.63,West
ORD001367,CUST00768,2023-08-17,PROD00012,3,513.93,North
ORD001368,CUST00117,2024-05-11,PROD00017,1,95.78,South
ORD001369,CUST00178,2023-05-29,PROD00019,1,747.52,South
ORD001370,CUST00477,2023-01-21,PROD00017,1,100.55,East
ORD001371,CUST00794,2024-05-05,PROD00030,3,669.67,East
ORD001372,CUST00430,2023-10-18,PROD00046,4,193.62,North
ORD001373,CUST00940,2024-06-14,PROD00041,3,626.7,East
ORD001374,CUST00454,2023-04-25,PROD00013,3,485.37,West
ORD001375,CUST00865,2024-04-14,PROD00035,2,172.26,East
ORD001376,CUST00943,2023-11-16,PROD00009,4,287.07,South
ORD001377,CUST00795,2024-01-20,PROD00034,4,550.15,North
ORD001378,CUST00290,2023-06-06,PROD00005,2,242.32,North
ORD001379,CUST00806,2023-05-13,PROD00049,4,44.15,North
ORD001380,CUST00501,2024-12-01,PROD00039,3,333.8,North
ORD001381,CUST00233,2023-02-03,PROD00034,3,633.61,East
ORD001382,CUST00013,2024-10-31,PROD00036,4,82.71,North
ORD001383,CUST00052,2023-09-08,PROD00037,1,302.66,North
ORD001384,CUST00462,2024-03-13,PROD00013,1,468.21,North
ORD001385,CUST00605,2024-10-23,PROD00009,4,378.86,West
ORD001386,CUST00274,2023-06-29,PROD00042,3,495.2,West
ORD001387,CUST00588,2024-03-18,PROD00022,1,284.07,East
ORD001388,CUST00580,2024-08-28,PROD00026,3,546.61,West
ORD001389,CUST00126,2023-07-16,PROD00019,4,669.63,North
ORD001390,CUST00090,2024-06-25,PROD00012,2,543.5,South
ORD001391,CUST00332,2024-05-20,PROD00023,4,274.21,East
ORD001392,CUST00395,2023-09-16,PROD00018,1,838.47,West
ORD001393,CUST00664,2024-11-11,PROD00029,3,322.94,East
ORD001394,CUST00189,2023-02-11,PROD00034,1,676.86,West
ORD001395,CUST00897,2023-07-30,PROD00040,1,627.81,West
ORD001396,CUST00092,2024-07-05,PROD00031,3,416.67,East
ORD001397,CUST00332,2024-08-20,PROD00036,4,92.77,West
ORD001398,CUST00328,2023-05-28,PROD00003,2,482.63,East
ORD001399,CUST00227,2024-03-07,PROD00043,3,937.57,South
ORD001400,CUST00274,2023-09-30,PROD00017,3,77.73,East
ORD001401,CUST00010,2024-01-29,PROD00010,1,150.09,West
ORD001402,CUST00176,2023-07-19,PROD00027,4,271.04,East
ORD001403,CUST00486,2024-08-10,PROD00021,4,618.15,East
ORD001404,CUST00687,2024-01-07,PROD00037,2,342.98,North
ORD001405,CUST00116,2023-12-01,PROD00028,1,639.46,South
ORD001406,CUST00949,2023-01-06,PROD00024,4,411.1,East
ORD001407,CUST00859,2023-11-25,PROD00049,1,48.07,West
ORD001408,CUST00541,2024-03-15,PROD00029,2,326.72,East
ORD001409,CUST00813,2024-02-09,PROD00044,4,318.87,North
ORD001410,CUST00074,2024-12-23,PROD00009,2,345.44,East
ORD001411,CUST00335,2024-09-22,PROD00028,1,629.01,East
ORD001412,CUST00103,2024-02-12,PROD00014,4,115.81,East
ORD001413,CUST00022,2023-05-17,PROD00010,3,178.9,North
ORD001414,CUST00210,2024-02-22,PROD00001,3,467.36,South
ORD001415,CUST00207,2024-07-27,PROD00046,1,222.1,North
ORD001416,CUST00966,2023-03-09,PROD00029,4,292.32,West
ORD001417,CUST00297,2024-08-10,PROD00050,4,109.79,North
ORD001418,CUST00203,2024-05-09,PROD00003,4,579.52,West
ORD001419,CUST00594,2024-06-18,PROD00014,3,95.75,South
ORD001420,CUST00570,2023-08-11,PROD00016,2,583.87,South
ORD001421,CUST00341,2023-01-25,PROD00019,4,876.52,South
ORD001422,CUST00169,2024-01-28,PROD00010,4,184.52,South
ORD001423,CUST00674,2023-03-13,PROD00036,1,74.02,North
ORD001424,CUST00011,2024-01-21,PROD00017,2,83.98,North
ORD001425,CUST00740,2023-08-24,PROD00041,1,606.72,North
ORD001426,CUST00156,2023-10-01,PROD00030,3,579.6,West
ORD001427,CUST00627,2024-07-21,PROD00045,4,742.23,North
ORD001428,CUST00886,2024-09-20,PROD00031,1,317.86,North
ORD001429,CUST00261,2023-11-25,PROD00029,2,288.73,North
ORD001430,CUST00442,2023-09-28,PROD00036,3,88.61,East
ORD001431,CUST00071,2024-11-25,PROD00002,2,549.63,North
ORD001432,CUST00256,2023-05-15,PROD00045,4,596.24,East
ORD001433,CUST00119,2023-06-01,PROD00019,1,674.25,West
ORD001434,CUST00127,2023-10-23,PROD00021,1,625.72,North
ORD001435,CUST00552,2024-09-19,PROD00044,4,385.32,South
ORD001436,CUST00170,2023-12-31,PROD00027,4,287.91,East
ORD001437,CUST00203,2023-05-09,PROD00020,3,854.52,North
ORD001438,CUST00338,2024-03-25,PROD00012,4,460.76,South
ORD001439,CUST00155,2024-04-22,PROD00021,1,543.9,South
ORD001440,CUST00963,2023-02-25,PROD00026,4,652.14,East
ORD001441,CUST00763,2023-12-30,PROD00026,3,544.29,South
ORD001442,CUST00865,2023-09-25,PROD00026,1,480.81,South
ORD001443,CUST00662,2024-06-25,PROD00021,3,577.64,North
ORD001444,CUST00839,2024-07-24,PROD00026,3,529.6,West
ORD001445,CUST00539,2024-03-06,PROD00014,2,87.21,East
ORD001446,CUST00258,2024-11-22,PROD00020,3,844.54,West
ORD001447,CUST00985,2024-01-10,PROD00040,4,528.49,North
ORD001448,CUST00544,2023-10-31,PROD00026,1,661.89,East
ORD001449,CUST00801,2023-05-06,PROD00008,4,316.16,North
ORD001450,CUST00187,2023-10-26,PROD00040,2,525.26,West
ORD001451,CUST00931,2024-07-22,PROD00050,2,106.27,South
ORD001452,CUST00661,2024-01-05,PROD00035,4,154.24,West
ORD001453,CUST00416,2023-11-20,PROD00002,4,555.17,East
ORD001454,CUST00135,2024-10-28,PROD00019,2,678.95,East
ORD001455,CUST00937,2023-09-28,PROD00035,2,148.87,North
ORD001456,CUST00480,2023-04-24,PROD00033,2,586.19,North
ORD001457,CUST00608,2023-09-23,PROD00039,2,314.44,North
ORD001458,CUST00607,2023-09-18,PROD00015,3,367.61,East
ORD001459,CUST00390,2023-07-07,PROD00020,4,912.12,West
ORD001460,CUST00123,2024-12-26,PROD00016,3,703.03,North
ORD001461,CUST00560,2023-01-16,PROD00014,1,84.73,East
ORD001462,CUST00338,2023-01-24,PROD00041,3,757.45,West
ORD001463,CUST00618,2023-06-11,PROD00033,4,541.38,East
ORD001464,CUST00942,2024-09-13,PROD00040,4,679.52,South
ORD001465,CUST00693,2023-02-06,PROD00027,3,240.09,South
ORD001466,CUST00259,2024-08-24,PROD00014,2,82.52,East
ORD001467,CUST00572,2023-08-24,PROD00012,4,451.95,South
ORD001468,CUST00880,2024-02-18,PROD00013,1,549.45,North
ORD001469,CUST00363,2024-05-29,PROD00049,1,44.32,North
ORD001470,CUST00083,2024-01-25,PROD00024,4,431.85,North
ORD001471,CUST00336,2023-01-08,PROD00006,2,291.78,South
ORD001472,CUST00394,2023-11-09,PROD00023,3,333.59,South
ORD001473,CUST00626,2023-09-19,PROD00040,1,664.83,North
ORD001474,CUST00180,2023-09-14,PROD00024,1,477.84,North
ORD001475,CUST00180,2023-02-16,PROD00026,2,494.61,West
ORD001476,CUST00827,2024-11-15,PROD00050,1,132.92,South
ORD001477,CUST00094,2023-01-22,PROD00021,2,539.94,North
ORD001478,CUST00401,2023-10-25,PROD00028,2,699.16,North
ORD001479,CUST00767,2024-10-07,PROD00006,3,348.97,West
ORD001480,CUST00436,2023-10-24,PROD00041,2,691.32,South
ORD001481,CUST00951,2023-05-20,PROD00031,4,346.29,West
ORD001482,CUST00707,2023-11-14,PROD00016,2,692.78,West
ORD001483,CUST00182,2023-04-08,PROD00032,1,416.8,West
ORD001484,CUST00522,2023-08-28,PROD00040,1,556.86,East
ORD001485,CUST00390,2023-08-05,PROD00045,2,599.31,South
ORD001486,CUST00827,2024-06-01,PROD00038,4,235.38,North
ORD001487,CUST00926,2023-05-09,PROD00030,1,792.42,West
ORD001488,CUST00514,2023-01-07,PROD00021,2,504.1,South
ORD001489,CUST00460,2023-12-25,PROD00029,2,337.81,West
ORD001490,CUST00415,2023-06-21,PROD00037,4,358.91,East
ORD001491,CUST00089,2023-08-19,PROD00006,2,284.95,East
ORD001492,CUST00110,2023-10-01,PROD00001,1,602.26,South
ORD001493,CUST00875,2024-07-01,PROD00044,3,292.67,West
ORD001494,CUST00294,2023-02-09,PROD00030,2,731.29,North
ORD001495,CUST00053,2023-09-22,PROD00007,2,468.19,East
ORD001496,CUST00684,2024-08-02,PROD00046,2,217.64,South
ORD001497,CUST00464,2023-03-06,PROD00040,3,600.61,South
ORD001498,CUST00366,2023-09-04,PROD00041,3,709.73,East
ORD001499,CUST00456,2024-05-26,PROD00028,2,678.86,North
ORD001500,CUST00064,2024-09-09,PROD00037,3,283.65,South
ORD001501,CUST00046,2023-12-01,PROD00024,1,370.9,South
ORD001502,CUST00049,2024-07-22,PROD00031,2,418.31,West
ORD001503,CUST00278,2024-07-29,PROD00001,4,438.19,North
ORD001504,CUST00927,2023-04-13,PROD00045,1,623.32,West
ORD001505,CUST00586,2023-04-27,PROD00032,2,474.07,North
ORD001506,CUST00894,2024-07-03,PROD00023,2,295.63,East
ORD001507,CUST00107,2024-11-01,PROD00029,2,315.53,South
ORD001508,CUST00769,2024-03-12,PROD00021,1,474.0,North
ORD001509,CUST00737,2023-07-25,PROD00030,3,670.46,South
ORD001510,CUST00796,2023-10-11,PROD00033,1,623.7,East
ORD001511,CUST00595,2024-01-26,PROD00028,3,697.12,West
ORD001512,CUST00935,2023-08-03,PROD00009,3,358.25,East
ORD001513,CUST00799,2023-05-26,PROD00010,4,152.33,West
ORD001514,CUST00596,2024-07-11,PROD00013,4,514.93,South
ORD001515,CUST00364,2024-05-01,PROD00045,4,639.42,East
ORD001516,CUST00190,2024-04-28,PROD00030,1,786.6,East
ORD001517,CUST00201,2023-06-18,PROD00042,2,437.05,West
ORD001518,CUST00401,2024-09-02,PROD00050,2,126.19,East
ORD001519,CUST00605,2023-01-01,PROD00011,3,686.6,West
ORD001520,CUST00089,2023-11-06,PROD00007,4,470.88,East
ORD001521,CUST00413,2024-11-28,PROD00001,3,555.4,South
ORD001522,CUST00910,2024-02-20,PROD00018,4,706.37,East
ORD001523,CUST00498,2024-04-29,PROD00014,3,89.39,South
ORD001524,CUST00306,2024-03-22,PROD00008,3,358.83,West
ORD001525,CUST00398,2024-10-29,PROD00001,3,460.42,North
ORD001526,CUST00116,2024-04-10,PROD00041,2,736.75,East
ORD001527,CUST00192,2024-07-06,PROD00004,4,884.87,North
ORD001528,CUST00444,2023-02-13,PROD00020,1,802.14,South
ORD001529,CUST00197,2023-01-08,PROD00002,4,635.46,South
ORD001530,CUST00265,2023-01-09,PROD00048,1,68.12,North
ORD001531,CUST00363,2023-11-14,PROD00010,3,146.23,North
ORD001532,CUST00513,2023-01-21,PROD00040,4,627.99,South
ORD001533,CUST00033,2023-05-05,PROD00041,1,649.16,South
ORD001534,CUST00714,2024-05-28,PROD00024,4,372.55,West
ORD001535,CUST00699,2024-02-01,PROD00022,1,253.0,South
ORD001536,CUST00595,2024-08-28,PROD00015,2,305.71,East
ORD001537,CUST00871,2023-11-16,PROD00046,4,217.49,North
ORD001538,CUST00749,2024-01-04,PROD00050,3,127.88,West
ORD001539,CUST00738,2023-01-26,PROD00048,3,75.62,South
ORD001540,CUST00744,2023-06-05,PROD00033,1,674.51,West
ORD001541,CUST00129,2023-10-20,PROD00023,4,303.24,South
ORD001542,CUST00851,2024-09-02,PROD00025,3,447.09,South
ORD001543,CUST00843,2023-04-16,PROD00024,1,463.33,North
ORD001544,CUST00771,2024-08-29,PROD00020,3,836.42,East
ORD001545,CUST00927,2024-11-12,PROD00002,2,489.22,North
ORD001546,CUST00594,2024-08-16,PROD00004,3,849.22,North
ORD001547,CUST00381,2024-11-23,PROD00035,2,139.78,West
ORD001548,CUST00731,2024-09-01,PROD00046,4,215.31,East
ORD001549,CUST00353,2023-09-08,PROD00023,1,239.5,East
ORD001550,CUST00102,2024-04-12,PROD00048,2,70.77,North
ORD001551,CUST00932,2023-04-28,PROD00026,4,488.14,South
ORD001552,CUST00139,2023-11-13,PROD00036,2,93.61,West
ORD001553,CUST00714,2024-03-02,PROD00035,3,137.96,East
ORD001554,CUST00746,2024-03-04,PROD00037,1,365.65,West
ORD001555,CUST00270,2023-06-30,PROD00033,2,667.76,North
ORD001556,CUST00570,2024-05-18,PROD00024,2,387.0,North
ORD001557,CUST00229,2023-08-18,PROD00032,4,481.76,West
ORD001558,CUST00735,2023-10-31,PROD00022,4,306.75,North
ORD001559,CUST00861,2024-05-30,PROD00033,1,488.15,South
ORD001560,CUST00404,2024-01-25,PROD00028,2,582.52,East
ORD001561,CUST00428,2023-07-07,PROD00029,4,398.15,West
ORD001562,CUST00291,2023-07-17,PROD00030,1,769.8,North
ORD001563,CUST00142,2023-06-27,PROD00002,2,581.41,West
ORD001564,CUST00208,2023-03-08,PROD00025,4,471.7,East
ORD001565,CUST00844,2024-08-12,PROD00025,3,359.26,West
ORD001566,CUST00873,2024-09-19,PROD00032,2,453.84,South
ORD001567,CUST00309,2024-05-26,PROD00035,2,153.45,West
ORD001568,CUST00419,2023-02-27,PROD00047,2,412.31,West
ORD001569,CUST00191,2023-05-07,PROD00022,3,288.79,East
ORD001570,CUST00633,2023-10-15,PROD00001,3,530.15,North
ORD001571,CUST00859,2024-05-31,PROD00048,4,83.95,North
ORD001572,CUST00513,2023-06-16,PROD00015,4,308.74,East
ORD001573,CUST00886,2024-03-01,PROD00046,3,168.83,East
ORD001574,CUST00384,2023-09-05,PROD00011,2,733.59,West
ORD001575,CUST00459,2024-08-16,PROD00040,3,492.11,East
ORD001576,CUST00467,2023-01-18,PROD00015,1,286.85,West
ORD001577,CUST00265,2024-06-21,PROD00013,3,499.24,South
ORD001578,CUST00187,2023-03-03,PROD00001,3,461.15,North
ORD001579,CUST00370,2024-04-22,PROD00044,3,276.96,North
ORD001580,CUST00527,2023-08-08,PROD00004,2,887.0,South
ORD001581,CUST00421,2023-09-03,PROD00047,3,361.45,East
ORD001582,CUST00061,2023-05-14,PROD00023,1,258.03,West
ORD001583,CUST00783,2024-07-21,PROD00045,1,655.7,East
ORD001584,CUST00948,2023-10-03,PROD00040,2,550.16,North
ORD001585,CUST00571,2024-05-09,PROD00016,1,678.81,East
ORD001586,CUST00175,2024-11-21,PROD00037,4,321.31,East
ORD001587,CUST00351,2024-02-03,PROD00010,3,185.64,East
ORD001588,CUST00695,2023-04-08,PROD00028,2,536.68,West
ORD001589,CUST00866,2024-05-24,PROD00004,3,669.13,East
ORD001590,CUST00740,2024-12-04,PROD00013,3,556.85,North
ORD001591,CUST00846,2023-11-06,PROD00044,1,377.9,West
ORD001592,CUST00178,2023-06-16,PROD00003,2,477.39,South
ORD001593,CUST00570,2024-12-09,PROD00002,3,551.8,North
ORD001594,CUST00285,2023-02-01,PROD00044,2,281.9,South
ORD001595,CUST00429,2023-12-25,PROD00010,3,188.49,East
ORD001596,CUST00948,2023-08-02,PROD00017,3,76.41,East
ORD001597,CUST00990,2024-12-07,PROD00037,2,278.96,North
ORD001598,CUST00244,2023-01-19,PROD00050,1,106.83,West
ORD001599,CUST00521,2023-06-19,PROD00037,4,331.93,North
ORD001600,CUST00133,2024-09-26,PROD00005,3,261.83,West
ORD001601,CUST00102,2023-02-15,PROD00028,3,522.63,North
ORD001602,CUST00348,2024-10-22,PROD00040,3,700.16,East
ORD001603,CUST00262,2023-08-26,PROD00047,3,432.58,West
ORD001604,CUST00315,2023-01-19,PROD00002,2,454.72,West
